what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1536324005699
started,bundle,org.eclipse.jdt.core,3.6.1.v_A68_R36x,"org.eclipse.jdt.core",1536324005700
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1536324005700
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1536324005701
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1536324005702
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1536324005702
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1536324005703
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1536324005703
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1536324005704
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1536324005704
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1536324005705
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1536324005706
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1536324005706
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1536324005706
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1536324005707
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1536324005708
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1536324005709
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1536324005710
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1536324005711
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1536324005712
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1536324005712
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1536324005713
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1536324005715
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1536324005716
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1536324005730
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1536324005731
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1536324005731
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1536324005732
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1536324005733
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1536324005733
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1536324005733
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1536324005744
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1536324005744
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1536324005745
os,sysinfo,,,"win32",1536324005747
arch,sysinfo,,,"x86_64",1536324005747
ws,sysinfo,,,"win32",1536324005747
locale,sysinfo,,,"en_US",1536324005747
processors,sysinfo,,,"4",1536324005747
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1536324005747
java.runtime.version,sysinfo,,,"1.8.0_172-b11",1536324005747
java.specification.name,sysinfo,,,"Java Platform API Specification",1536324005747
java.specification.vendor,sysinfo,,,"Oracle Corporation",1536324005747
java.specification.version,sysinfo,,,"1.8",1536324005747
java.vendor,sysinfo,,,"Oracle Corporation",1536324005747
java.version,sysinfo,,,"1.8.0_172",1536324005747
java.vm.info,sysinfo,,,"mixed mode",1536324005747
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1536324005747
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1536324005747
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1536324005747
java.vm.specification.version,sysinfo,,,"1.8",1536324005747
java.vm.vendor,sysinfo,,,"Oracle Corporation",1536324005747
java.vm.version,sysinfo,,,"25.172-b11",1536324005747
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1536324005807
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1536324005862
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1536324018071
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1536324023296
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324025977
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324039355
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536324039490
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536324039608
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324042058
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324043035
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324044599
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324051667
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324068870
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1536324078366
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1536324078377
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1536324078543
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324090398
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.text.contentAssist.proposals",1536324130076
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324138587
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1536324150930
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536324154359
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324158350
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324165968
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324177625
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536324181817
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324211388
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324211557
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324214036
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324214169
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324216212
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324216879
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324244634
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324259948
opened,view,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.views.ProblemView",1536324262078
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1536324262724
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536324264832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324267994
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324281198
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536324939611
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1536324973746
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1536324973866
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536324975497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536324981581
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536325011218
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536325035088
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1536325040098
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1536325040525
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1536325040570
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325041292
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325053411
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1536325053441
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325081028
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325083841
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1536325083858
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325285773
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325302593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325304709
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325331128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325335718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325335723
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325335910
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325337960
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325340285
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325359712
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536325366107
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536325382691
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536325388852
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325396517
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325519124
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536325549320
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536325550195
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563162265
started,bundle,org.eclipse.epp.usagedata.ui,1.3.0.R201005261100,"org.eclipse.epp.usagedata.ui",1536563162892
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563163518
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563170282
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1536563179621
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563190187
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563208209
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563216759
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563245848
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563252658
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563253889
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563253959
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563261281
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563261289
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563261598
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563261663
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563263210
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563263286
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563264926
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563265527
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563266779
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563266779
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1536563268526
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536563268526
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536563276558
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564118159
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536564118369
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536564118428
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564165507
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564173276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564191634
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1536564208634
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536564209905
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536564210889
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536564211669
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564220988
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564240197
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1536564242963
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564242979
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564244764
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1536564259863
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564259863
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564265671
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564281693
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564345485
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564369017
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1536564374707
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564374718
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564375800
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1536564378636
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536564383121
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536564383192
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1536564398567
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1536564400879
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1536564403886
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1536564405485
executed,command,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1536564408335
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564408345
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1536564421158
